id,domain,risk_level,ko,vi,normalized_ko,term_refs,status
VIS0278,manufacturing_machine,normal,제어반 문제 있으면 바로 말하세요.,"Nếu tủ điều khiển có vấn đề, hãy báo ngay.",제어반 문제 있으면 바로 말하세요.,VIT0047,seed_needs_native_field_review
VIS0279,manufacturing_machine,normal,제어반 작업 전 안전 상태를 확인하세요.,"Trước khi làm tủ điều khiển, hãy kiểm tra tình trạng an toàn.",제어반 작업 전 안전 상태를 확인하세요.,VIT0047,seed_needs_native_field_review
VIS0280,manufacturing_machine,normal,제어반 끝나면 관리자에게 보고하세요.,"Khi xong tủ điều khiển, hãy báo cho quản lý.",제어반 끝나면 관리자에게 보고하세요.,VIT0047,seed_needs_native_field_review
VIS0281,manufacturing_machine,normal,제어반는 따로 보관하세요.,Hãy bảo quản riêng tủ điều khiển.,제어반는 따로 보관하세요.,VIT0047,seed_needs_native_field_review
VIS0282,manufacturing_machine,normal,제어반 주변을 정리하세요.,Hãy dọn dẹp xung quanh tủ điều khiển.,제어반 주변을 정리하세요.,VIT0047,seed_needs_native_field_review
VIS0283,manufacturing_machine,normal,분전반 확인하고 시작하세요.,Hãy kiểm tra tủ điện phân phối rồi bắt đầu.,분전반 확인하고 시작하세요.,VIT0048,seed_needs_native_field_review
VIS0284,manufacturing_machine,normal,분전반 문제 있으면 바로 말하세요.,"Nếu tủ điện phân phối có vấn đề, hãy báo ngay.",분전반 문제 있으면 바로 말하세요.,VIT0048,seed_needs_native_field_review
VIS0285,manufacturing_machine,normal,분전반 작업 전 안전 상태를 확인하세요.,"Trước khi làm tủ điện phân phối, hãy kiểm tra tình trạng an toàn.",분전반 작업 전 안전 상태를 확인하세요.,VIT0048,seed_needs_native_field_review
VIS0286,manufacturing_machine,normal,분전반 끝나면 관리자에게 보고하세요.,"Khi xong tủ điện phân phối, hãy báo cho quản lý.",분전반 끝나면 관리자에게 보고하세요.,VIT0048,seed_needs_native_field_review
VIS0287,manufacturing_machine,normal,분전반는 따로 보관하세요.,Hãy bảo quản riêng tủ điện phân phối.,분전반는 따로 보관하세요.,VIT0048,seed_needs_native_field_review
VIS0288,manufacturing_machine,normal,분전반 주변을 정리하세요.,Hãy dọn dẹp xung quanh tủ điện phân phối.,분전반 주변을 정리하세요.,VIT0048,seed_needs_native_field_review
VIS0289,manufacturing_quality,normal,불량 확인하고 시작하세요.,Hãy kiểm tra hàng lỗi rồi bắt đầu.,불량 확인하고 시작하세요.,VIT0049,seed_needs_native_field_review
VIS0290,manufacturing_quality,normal,불량 문제 있으면 바로 말하세요.,"Nếu hàng lỗi có vấn đề, hãy báo ngay.",불량 문제 있으면 바로 말하세요.,VIT0049,seed_needs_native_field_review
VIS0291,manufacturing_quality,normal,불량 작업 전 안전 상태를 확인하세요.,"Trước khi làm hàng lỗi, hãy kiểm tra tình trạng an toàn.",불량 작업 전 안전 상태를 확인하세요.,VIT0049,seed_needs_native_field_review
VIS0292,manufacturing_quality,normal,불량 끝나면 관리자에게 보고하세요.,"Khi xong hàng lỗi, hãy báo cho quản lý.",불량 끝나면 관리자에게 보고하세요.,VIT0049,seed_needs_native_field_review
VIS0293,manufacturing_quality,normal,불량는 따로 보관하세요.,Hãy bảo quản riêng hàng lỗi.,불량는 따로 보관하세요.,VIT0049,seed_needs_native_field_review
VIS0294,manufacturing_quality,normal,불량 주변을 정리하세요.,Hãy dọn dẹp xung quanh hàng lỗi.,불량 주변을 정리하세요.,VIT0049,seed_needs_native_field_review
VIS0295,manufacturing_quality,normal,양품 확인하고 시작하세요.,Hãy kiểm tra hàng đạt chuẩn rồi bắt đầu.,양품 확인하고 시작하세요.,VIT0050,seed_needs_native_field_review
VIS0296,manufacturing_quality,normal,양품 문제 있으면 바로 말하세요.,"Nếu hàng đạt chuẩn có vấn đề, hãy báo ngay.",양품 문제 있으면 바로 말하세요.,VIT0050,seed_needs_native_field_review
VIS0297,manufacturing_quality,normal,양품 작업 전 안전 상태를 확인하세요.,"Trước khi làm hàng đạt chuẩn, hãy kiểm tra tình trạng an toàn.",양품 작업 전 안전 상태를 확인하세요.,VIT0050,seed_needs_native_field_review
VIS0298,manufacturing_quality,normal,양품 끝나면 관리자에게 보고하세요.,"Khi xong hàng đạt chuẩn, hãy báo cho quản lý.",양품 끝나면 관리자에게 보고하세요.,VIT0050,seed_needs_native_field_review
VIS0299,manufacturing_quality,normal,양품는 따로 보관하세요.,Hãy bảo quản riêng hàng đạt chuẩn.,양품는 따로 보관하세요.,VIT0050,seed_needs_native_field_review
VIS0300,manufacturing_quality,normal,양품 주변을 정리하세요.,Hãy dọn dẹp xung quanh hàng đạt chuẩn.,양품 주변을 정리하세요.,VIT0050,seed_needs_native_field_review
VIS0301,manufacturing_quality,normal,찍힘 확인하고 시작하세요.,Hãy kiểm tra vết lõm rồi bắt đầu.,찍힘 확인하고 시작하세요.,VIT0051,seed_needs_native_field_review
VIS0302,manufacturing_quality,normal,찍힘 문제 있으면 바로 말하세요.,"Nếu vết lõm có vấn đề, hãy báo ngay.",찍힘 문제 있으면 바로 말하세요.,VIT0051,seed_needs_native_field_review
VIS0303,manufacturing_quality,normal,찍힘 작업 전 안전 상태를 확인하세요.,"Trước khi làm vết lõm, hãy kiểm tra tình trạng an toàn.",찍힘 작업 전 안전 상태를 확인하세요.,VIT0051,seed_needs_native_field_review
VIS0304,manufacturing_quality,normal,찍힘 끝나면 관리자에게 보고하세요.,"Khi xong vết lõm, hãy báo cho quản lý.",찍힘 끝나면 관리자에게 보고하세요.,VIT0051,seed_needs_native_field_review
VIS0305,manufacturing_quality,normal,찍힘는 따로 보관하세요.,Hãy bảo quản riêng vết lõm.,찍힘는 따로 보관하세요.,VIT0051,seed_needs_native_field_review
VIS0306,manufacturing_quality,normal,찍힘 주변을 정리하세요.,Hãy dọn dẹp xung quanh vết lõm.,찍힘 주변을 정리하세요.,VIT0051,seed_needs_native_field_review
VIS0307,manufacturing_quality,normal,긁힘 확인하고 시작하세요.,Hãy kiểm tra vết xước rồi bắt đầu.,긁힘 확인하고 시작하세요.,VIT0052,seed_needs_native_field_review
VIS0308,manufacturing_quality,normal,긁힘 문제 있으면 바로 말하세요.,"Nếu vết xước có vấn đề, hãy báo ngay.",긁힘 문제 있으면 바로 말하세요.,VIT0052,seed_needs_native_field_review
VIS0309,manufacturing_quality,normal,긁힘 작업 전 안전 상태를 확인하세요.,"Trước khi làm vết xước, hãy kiểm tra tình trạng an toàn.",긁힘 작업 전 안전 상태를 확인하세요.,VIT0052,seed_needs_native_field_review
VIS0310,manufacturing_quality,normal,긁힘 끝나면 관리자에게 보고하세요.,"Khi xong vết xước, hãy báo cho quản lý.",긁힘 끝나면 관리자에게 보고하세요.,VIT0052,seed_needs_native_field_review
VIS0311,manufacturing_quality,normal,긁힘는 따로 보관하세요.,Hãy bảo quản riêng vết xước.,긁힘는 따로 보관하세요.,VIT0052,seed_needs_native_field_review
VIS0312,manufacturing_quality,normal,긁힘 주변을 정리하세요.,Hãy dọn dẹp xung quanh vết xước.,긁힘 주변을 정리하세요.,VIT0052,seed_needs_native_field_review
VIS0313,manufacturing_quality,normal,기스 확인하고 시작하세요.,Hãy kiểm tra vết xước rồi bắt đầu.,기스 확인하고 시작하세요.,VIT0053,seed_needs_native_field_review
VIS0314,manufacturing_quality,normal,기스 문제 있으면 바로 말하세요.,"Nếu vết xước có vấn đề, hãy báo ngay.",기스 문제 있으면 바로 말하세요.,VIT0053,seed_needs_native_field_review
VIS0315,manufacturing_quality,normal,기스 작업 전 안전 상태를 확인하세요.,"Trước khi làm vết xước, hãy kiểm tra tình trạng an toàn.",기스 작업 전 안전 상태를 확인하세요.,VIT0053,seed_needs_native_field_review
VIS0316,manufacturing_quality,normal,기스 끝나면 관리자에게 보고하세요.,"Khi xong vết xước, hãy báo cho quản lý.",기스 끝나면 관리자에게 보고하세요.,VIT0053,seed_needs_native_field_review
VIS0317,manufacturing_quality,normal,기스는 따로 보관하세요.,Hãy bảo quản riêng vết xước.,기스는 따로 보관하세요.,VIT0053,seed_needs_native_field_review
VIS0318,manufacturing_quality,normal,기스 주변을 정리하세요.,Hãy dọn dẹp xung quanh vết xước.,기스 주변을 정리하세요.,VIT0053,seed_needs_native_field_review
VIS0319,manufacturing_quality,normal,깨짐 확인하고 시작하세요.,Hãy kiểm tra bị vỡ rồi bắt đầu.,깨짐 확인하고 시작하세요.,VIT0054,seed_needs_native_field_review
VIS0320,manufacturing_quality,normal,깨짐 문제 있으면 바로 말하세요.,"Nếu bị vỡ có vấn đề, hãy báo ngay.",깨짐 문제 있으면 바로 말하세요.,VIT0054,seed_needs_native_field_review
VIS0321,manufacturing_quality,normal,깨짐 작업 전 안전 상태를 확인하세요.,"Trước khi làm bị vỡ, hãy kiểm tra tình trạng an toàn.",깨짐 작업 전 안전 상태를 확인하세요.,VIT0054,seed_needs_native_field_review
VIS0322,manufacturing_quality,normal,깨짐 끝나면 관리자에게 보고하세요.,"Khi xong bị vỡ, hãy báo cho quản lý.",깨짐 끝나면 관리자에게 보고하세요.,VIT0054,seed_needs_native_field_review
VIS0323,manufacturing_quality,normal,깨짐는 따로 보관하세요.,Hãy bảo quản riêng bị vỡ.,깨짐는 따로 보관하세요.,VIT0054,seed_needs_native_field_review
VIS0324,manufacturing_quality,normal,깨짐 주변을 정리하세요.,Hãy dọn dẹp xung quanh bị vỡ.,깨짐 주변을 정리하세요.,VIT0054,seed_needs_native_field_review
VIS0325,manufacturing_quality,normal,누락 확인하고 시작하세요.,Hãy kiểm tra thiếu rồi bắt đầu.,누락 확인하고 시작하세요.,VIT0055,seed_needs_native_field_review
VIS0326,manufacturing_quality,normal,누락 문제 있으면 바로 말하세요.,"Nếu thiếu có vấn đề, hãy báo ngay.",누락 문제 있으면 바로 말하세요.,VIT0055,seed_needs_native_field_review
VIS0327,manufacturing_quality,normal,누락 작업 전 안전 상태를 확인하세요.,"Trước khi làm thiếu, hãy kiểm tra tình trạng an toàn.",누락 작업 전 안전 상태를 확인하세요.,VIT0055,seed_needs_native_field_review
VIS0328,manufacturing_quality,normal,누락 끝나면 관리자에게 보고하세요.,"Khi xong thiếu, hãy báo cho quản lý.",누락 끝나면 관리자에게 보고하세요.,VIT0055,seed_needs_native_field_review
VIS0329,manufacturing_quality,normal,누락는 따로 보관하세요.,Hãy bảo quản riêng thiếu.,누락는 따로 보관하세요.,VIT0055,seed_needs_native_field_review
VIS0330,manufacturing_quality,normal,누락 주변을 정리하세요.,Hãy dọn dẹp xung quanh thiếu.,누락 주변을 정리하세요.,VIT0055,seed_needs_native_field_review
VIS0331,manufacturing_quality,normal,오염 확인하고 시작하세요.,Hãy kiểm tra bị bẩn rồi bắt đầu.,오염 확인하고 시작하세요.,VIT0056,seed_needs_native_field_review
VIS0332,manufacturing_quality,normal,오염 문제 있으면 바로 말하세요.,"Nếu bị bẩn có vấn đề, hãy báo ngay.",오염 문제 있으면 바로 말하세요.,VIT0056,seed_needs_native_field_review
VIS0333,manufacturing_quality,normal,오염 작업 전 안전 상태를 확인하세요.,"Trước khi làm bị bẩn, hãy kiểm tra tình trạng an toàn.",오염 작업 전 안전 상태를 확인하세요.,VIT0056,seed_needs_native_field_review
VIS0334,manufacturing_quality,normal,오염 끝나면 관리자에게 보고하세요.,"Khi xong bị bẩn, hãy báo cho quản lý.",오염 끝나면 관리자에게 보고하세요.,VIT0056,seed_needs_native_field_review
VIS0335,manufacturing_quality,normal,오염는 따로 보관하세요.,Hãy bảo quản riêng bị bẩn.,오염는 따로 보관하세요.,VIT0056,seed_needs_native_field_review
VIS0336,manufacturing_quality,normal,오염 주변을 정리하세요.,Hãy dọn dẹp xung quanh bị bẩn.,오염 주변을 정리하세요.,VIT0056,seed_needs_native_field_review
VIS0337,manufacturing_quality,normal,변색 확인하고 시작하세요.,Hãy kiểm tra đổi màu rồi bắt đầu.,변색 확인하고 시작하세요.,VIT0057,seed_needs_native_field_review
VIS0338,manufacturing_quality,normal,변색 문제 있으면 바로 말하세요.,"Nếu đổi màu có vấn đề, hãy báo ngay.",변색 문제 있으면 바로 말하세요.,VIT0057,seed_needs_native_field_review
VIS0339,manufacturing_quality,normal,변색 작업 전 안전 상태를 확인하세요.,"Trước khi làm đổi màu, hãy kiểm tra tình trạng an toàn.",변색 작업 전 안전 상태를 확인하세요.,VIT0057,seed_needs_native_field_review
VIS0340,manufacturing_quality,normal,변색 끝나면 관리자에게 보고하세요.,"Khi xong đổi màu, hãy báo cho quản lý.",변색 끝나면 관리자에게 보고하세요.,VIT0057,seed_needs_native_field_review
VIS0341,manufacturing_quality,normal,변색는 따로 보관하세요.,Hãy bảo quản riêng đổi màu.,변색는 따로 보관하세요.,VIT0057,seed_needs_native_field_review
VIS0342,manufacturing_quality,normal,변색 주변을 정리하세요.,Hãy dọn dẹp xung quanh đổi màu.,변색 주변을 정리하세요.,VIT0057,seed_needs_native_field_review
VIS0343,manufacturing_quality,normal,수량부족 확인하고 시작하세요.,Hãy kiểm tra thiếu số lượng rồi bắt đầu.,수량부족 확인하고 시작하세요.,VIT0058,seed_needs_native_field_review
VIS0344,manufacturing_quality,normal,수량부족 문제 있으면 바로 말하세요.,"Nếu thiếu số lượng có vấn đề, hãy báo ngay.",수량부족 문제 있으면 바로 말하세요.,VIT0058,seed_needs_native_field_review
VIS0345,manufacturing_quality,normal,수량부족 작업 전 안전 상태를 확인하세요.,"Trước khi làm thiếu số lượng, hãy kiểm tra tình trạng an toàn.",수량부족 작업 전 안전 상태를 확인하세요.,VIT0058,seed_needs_native_field_review
VIS0346,manufacturing_quality,normal,수량부족 끝나면 관리자에게 보고하세요.,"Khi xong thiếu số lượng, hãy báo cho quản lý.",수량부족 끝나면 관리자에게 보고하세요.,VIT0058,seed_needs_native_field_review
VIS0347,manufacturing_quality,normal,수량부족는 따로 보관하세요.,Hãy bảo quản riêng thiếu số lượng.,수량부족는 따로 보관하세요.,VIT0058,seed_needs_native_field_review
VIS0348,manufacturing_quality,normal,수량부족 주변을 정리하세요.,Hãy dọn dẹp xung quanh thiếu số lượng.,수량부족 주변을 정리하세요.,VIT0058,seed_needs_native_field_review
VIS0349,manufacturing_quality,normal,재작업 확인하고 시작하세요.,Hãy kiểm tra làm lại rồi bắt đầu.,재작업 확인하고 시작하세요.,VIT0059,seed_needs_native_field_review
VIS0350,manufacturing_quality,normal,재작업 문제 있으면 바로 말하세요.,"Nếu làm lại có vấn đề, hãy báo ngay.",재작업 문제 있으면 바로 말하세요.,VIT0059,seed_needs_native_field_review
VIS0351,manufacturing_quality,normal,재작업 작업 전 안전 상태를 확인하세요.,"Trước khi làm làm lại, hãy kiểm tra tình trạng an toàn.",재작업 작업 전 안전 상태를 확인하세요.,VIT0059,seed_needs_native_field_review
VIS0352,manufacturing_quality,normal,재작업 끝나면 관리자에게 보고하세요.,"Khi xong làm lại, hãy báo cho quản lý.",재작업 끝나면 관리자에게 보고하세요.,VIT0059,seed_needs_native_field_review
VIS0353,manufacturing_quality,normal,재작업는 따로 보관하세요.,Hãy bảo quản riêng làm lại.,재작업는 따로 보관하세요.,VIT0059,seed_needs_native_field_review
VIS0354,manufacturing_quality,normal,재작업 주변을 정리하세요.,Hãy dọn dẹp xung quanh làm lại.,재작업 주변을 정리하세요.,VIT0059,seed_needs_native_field_review
VIS0355,manufacturing_quality,normal,폐기 확인하고 시작하세요.,Hãy kiểm tra loại bỏ rồi bắt đầu.,폐기 확인하고 시작하세요.,VIT0060,seed_needs_native_field_review
VIS0356,manufacturing_quality,normal,폐기 문제 있으면 바로 말하세요.,"Nếu loại bỏ có vấn đề, hãy báo ngay.",폐기 문제 있으면 바로 말하세요.,VIT0060,seed_needs_native_field_review
VIS0357,manufacturing_quality,normal,폐기 작업 전 안전 상태를 확인하세요.,"Trước khi làm loại bỏ, hãy kiểm tra tình trạng an toàn.",폐기 작업 전 안전 상태를 확인하세요.,VIT0060,seed_needs_native_field_review
VIS0358,manufacturing_quality,normal,폐기 끝나면 관리자에게 보고하세요.,"Khi xong loại bỏ, hãy báo cho quản lý.",폐기 끝나면 관리자에게 보고하세요.,VIT0060,seed_needs_native_field_review
VIS0359,manufacturing_quality,normal,폐기는 따로 보관하세요.,Hãy bảo quản riêng loại bỏ.,폐기는 따로 보관하세요.,VIT0060,seed_needs_native_field_review
VIS0360,manufacturing_quality,normal,폐기 주변을 정리하세요.,Hãy dọn dẹp xung quanh loại bỏ.,폐기 주변을 정리하세요.,VIT0060,seed_needs_native_field_review
VIS0361,manufacturing_quality,normal,샘플 확인하고 시작하세요.,Hãy kiểm tra mẫu rồi bắt đầu.,샘플 확인하고 시작하세요.,VIT0061,seed_needs_native_field_review
VIS0362,manufacturing_quality,normal,샘플 문제 있으면 바로 말하세요.,"Nếu mẫu có vấn đề, hãy báo ngay.",샘플 문제 있으면 바로 말하세요.,VIT0061,seed_needs_native_field_review
VIS0363,manufacturing_quality,normal,샘플 작업 전 안전 상태를 확인하세요.,"Trước khi làm mẫu, hãy kiểm tra tình trạng an toàn.",샘플 작업 전 안전 상태를 확인하세요.,VIT0061,seed_needs_native_field_review
VIS0364,manufacturing_quality,normal,샘플 끝나면 관리자에게 보고하세요.,"Khi xong mẫu, hãy báo cho quản lý.",샘플 끝나면 관리자에게 보고하세요.,VIT0061,seed_needs_native_field_review
VIS0365,manufacturing_quality,normal,샘플는 따로 보관하세요.,Hãy bảo quản riêng mẫu.,샘플는 따로 보관하세요.,VIT0061,seed_needs_native_field_review
VIS0366,manufacturing_quality,normal,샘플 주변을 정리하세요.,Hãy dọn dẹp xung quanh mẫu.,샘플 주변을 정리하세요.,VIT0061,seed_needs_native_field_review
VIS0367,manufacturing_quality,normal,검사 확인하고 시작하세요.,Hãy kiểm tra kiểm tra rồi bắt đầu.,검사 확인하고 시작하세요.,VIT0062,seed_needs_native_field_review
VIS0368,manufacturing_quality,normal,검사 문제 있으면 바로 말하세요.,"Nếu kiểm tra có vấn đề, hãy báo ngay.",검사 문제 있으면 바로 말하세요.,VIT0062,seed_needs_native_field_review
VIS0369,manufacturing_quality,normal,검사 작업 전 안전 상태를 확인하세요.,"Trước khi làm kiểm tra, hãy kiểm tra tình trạng an toàn.",검사 작업 전 안전 상태를 확인하세요.,VIT0062,seed_needs_native_field_review
VIS0370,manufacturing_quality,normal,검사 끝나면 관리자에게 보고하세요.,"Khi xong kiểm tra, hãy báo cho quản lý.",검사 끝나면 관리자에게 보고하세요.,VIT0062,seed_needs_native_field_review
VIS0371,manufacturing_quality,normal,검사는 따로 보관하세요.,Hãy bảo quản riêng kiểm tra.,검사는 따로 보관하세요.,VIT0062,seed_needs_native_field_review
VIS0372,manufacturing_quality,normal,검사 주변을 정리하세요.,Hãy dọn dẹp xung quanh kiểm tra.,검사 주변을 정리하세요.,VIT0062,seed_needs_native_field_review
VIS0373,manufacturing_quality,normal,전수검사 확인하고 시작하세요.,Hãy kiểm tra kiểm tra toàn bộ rồi bắt đầu.,전수검사 확인하고 시작하세요.,VIT0063,seed_needs_native_field_review
VIS0374,manufacturing_quality,normal,전수검사 문제 있으면 바로 말하세요.,"Nếu kiểm tra toàn bộ có vấn đề, hãy báo ngay.",전수검사 문제 있으면 바로 말하세요.,VIT0063,seed_needs_native_field_review
VIS0375,manufacturing_quality,normal,전수검사 작업 전 안전 상태를 확인하세요.,"Trước khi làm kiểm tra toàn bộ, hãy kiểm tra tình trạng an toàn.",전수검사 작업 전 안전 상태를 확인하세요.,VIT0063,seed_needs_native_field_review
VIS0376,manufacturing_quality,normal,전수검사 끝나면 관리자에게 보고하세요.,"Khi xong kiểm tra toàn bộ, hãy báo cho quản lý.",전수검사 끝나면 관리자에게 보고하세요.,VIT0063,seed_needs_native_field_review
VIS0377,manufacturing_quality,normal,전수검사는 따로 보관하세요.,Hãy bảo quản riêng kiểm tra toàn bộ.,전수검사는 따로 보관하세요.,VIT0063,seed_needs_native_field_review
VIS0378,manufacturing_quality,normal,전수검사 주변을 정리하세요.,Hãy dọn dẹp xung quanh kiểm tra toàn bộ.,전수검사 주변을 정리하세요.,VIT0063,seed_needs_native_field_review
VIS0379,manufacturing_quality,normal,샘플검사 확인하고 시작하세요.,Hãy kiểm tra kiểm tra mẫu rồi bắt đầu.,샘플검사 확인하고 시작하세요.,VIT0064,seed_needs_native_field_review
VIS0380,manufacturing_quality,normal,샘플검사 문제 있으면 바로 말하세요.,"Nếu kiểm tra mẫu có vấn đề, hãy báo ngay.",샘플검사 문제 있으면 바로 말하세요.,VIT0064,seed_needs_native_field_review
VIS0381,manufacturing_quality,normal,샘플검사 작업 전 안전 상태를 확인하세요.,"Trước khi làm kiểm tra mẫu, hãy kiểm tra tình trạng an toàn.",샘플검사 작업 전 안전 상태를 확인하세요.,VIT0064,seed_needs_native_field_review
VIS0382,manufacturing_quality,normal,샘플검사 끝나면 관리자에게 보고하세요.,"Khi xong kiểm tra mẫu, hãy báo cho quản lý.",샘플검사 끝나면 관리자에게 보고하세요.,VIT0064,seed_needs_native_field_review
VIS0383,manufacturing_quality,normal,샘플검사는 따로 보관하세요.,Hãy bảo quản riêng kiểm tra mẫu.,샘플검사는 따로 보관하세요.,VIT0064,seed_needs_native_field_review
VIS0384,manufacturing_quality,normal,샘플검사 주변을 정리하세요.,Hãy dọn dẹp xung quanh kiểm tra mẫu.,샘플검사 주변을 정리하세요.,VIT0064,seed_needs_native_field_review
VIS0385,manufacturing_quality,normal,로트번호 확인하고 시작하세요.,Hãy kiểm tra số lô rồi bắt đầu.,로트번호 확인하고 시작하세요.,VIT0065,seed_needs_native_field_review
VIS0386,manufacturing_quality,normal,로트번호 문제 있으면 바로 말하세요.,"Nếu số lô có vấn đề, hãy báo ngay.",로트번호 문제 있으면 바로 말하세요.,VIT0065,seed_needs_native_field_review
VIS0387,manufacturing_quality,normal,로트번호 작업 전 안전 상태를 확인하세요.,"Trước khi làm số lô, hãy kiểm tra tình trạng an toàn.",로트번호 작업 전 안전 상태를 확인하세요.,VIT0065,seed_needs_native_field_review
VIS0388,manufacturing_quality,normal,로트번호 끝나면 관리자에게 보고하세요.,"Khi xong số lô, hãy báo cho quản lý.",로트번호 끝나면 관리자에게 보고하세요.,VIT0065,seed_needs_native_field_review
VIS0389,manufacturing_quality,normal,로트번호는 따로 보관하세요.,Hãy bảo quản riêng số lô.,로트번호는 따로 보관하세요.,VIT0065,seed_needs_native_field_review
VIS0390,manufacturing_quality,normal,로트번호 주변을 정리하세요.,Hãy dọn dẹp xung quanh số lô.,로트번호 주변을 정리하세요.,VIT0065,seed_needs_native_field_review
VIS0391,manufacturing_quality,normal,바코드 확인하고 시작하세요.,Hãy kiểm tra mã vạch rồi bắt đầu.,바코드 확인하고 시작하세요.,VIT0066,seed_needs_native_field_review
VIS0392,manufacturing_quality,normal,바코드 문제 있으면 바로 말하세요.,"Nếu mã vạch có vấn đề, hãy báo ngay.",바코드 문제 있으면 바로 말하세요.,VIT0066,seed_needs_native_field_review
VIS0393,manufacturing_quality,normal,바코드 작업 전 안전 상태를 확인하세요.,"Trước khi làm mã vạch, hãy kiểm tra tình trạng an toàn.",바코드 작업 전 안전 상태를 확인하세요.,VIT0066,seed_needs_native_field_review
VIS0394,manufacturing_quality,normal,바코드 끝나면 관리자에게 보고하세요.,"Khi xong mã vạch, hãy báo cho quản lý.",바코드 끝나면 관리자에게 보고하세요.,VIT0066,seed_needs_native_field_review
VIS0395,manufacturing_quality,normal,바코드는 따로 보관하세요.,Hãy bảo quản riêng mã vạch.,바코드는 따로 보관하세요.,VIT0066,seed_needs_native_field_review
VIS0396,manufacturing_quality,normal,바코드 주변을 정리하세요.,Hãy dọn dẹp xung quanh mã vạch.,바코드 주변을 정리하세요.,VIT0066,seed_needs_native_field_review
VIS0397,manufacturing_quality,normal,라벨 확인하고 시작하세요.,Hãy kiểm tra nhãn rồi bắt đầu.,라벨 확인하고 시작하세요.,VIT0067,seed_needs_native_field_review
VIS0398,manufacturing_quality,normal,라벨 문제 있으면 바로 말하세요.,"Nếu nhãn có vấn đề, hãy báo ngay.",라벨 문제 있으면 바로 말하세요.,VIT0067,seed_needs_native_field_review
VIS0399,manufacturing_quality,normal,라벨 작업 전 안전 상태를 확인하세요.,"Trước khi làm nhãn, hãy kiểm tra tình trạng an toàn.",라벨 작업 전 안전 상태를 확인하세요.,VIT0067,seed_needs_native_field_review
VIS0400,manufacturing_quality,normal,라벨 끝나면 관리자에게 보고하세요.,"Khi xong nhãn, hãy báo cho quản lý.",라벨 끝나면 관리자에게 보고하세요.,VIT0067,seed_needs_native_field_review
VIS0401,manufacturing_quality,normal,라벨는 따로 보관하세요.,Hãy bảo quản riêng nhãn.,라벨는 따로 보관하세요.,VIT0067,seed_needs_native_field_review
VIS0402,manufacturing_quality,normal,라벨 주변을 정리하세요.,Hãy dọn dẹp xung quanh nhãn.,라벨 주변을 정리하세요.,VIT0067,seed_needs_native_field_review
VIS0403,manufacturing_quality,normal,포장방향 확인하고 시작하세요.,Hãy kiểm tra hướng đóng gói rồi bắt đầu.,포장방향 확인하고 시작하세요.,VIT0068,seed_needs_native_field_review
VIS0404,manufacturing_quality,normal,포장방향 문제 있으면 바로 말하세요.,"Nếu hướng đóng gói có vấn đề, hãy báo ngay.",포장방향 문제 있으면 바로 말하세요.,VIT0068,seed_needs_native_field_review
VIS0405,manufacturing_quality,normal,포장방향 작업 전 안전 상태를 확인하세요.,"Trước khi làm hướng đóng gói, hãy kiểm tra tình trạng an toàn.",포장방향 작업 전 안전 상태를 확인하세요.,VIT0068,seed_needs_native_field_review
VIS0406,manufacturing_quality,normal,포장방향 끝나면 관리자에게 보고하세요.,"Khi xong hướng đóng gói, hãy báo cho quản lý.",포장방향 끝나면 관리자에게 보고하세요.,VIT0068,seed_needs_native_field_review
VIS0407,manufacturing_quality,normal,포장방향는 따로 보관하세요.,Hãy bảo quản riêng hướng đóng gói.,포장방향는 따로 보관하세요.,VIT0068,seed_needs_native_field_review
VIS0408,manufacturing_quality,normal,포장방향 주변을 정리하세요.,Hãy dọn dẹp xung quanh hướng đóng gói.,포장방향 주변을 정리하세요.,VIT0068,seed_needs_native_field_review
VIS0409,manufacturing_quality,normal,뒤집힘 확인하고 시작하세요.,Hãy kiểm tra bị lật ngược rồi bắt đầu.,뒤집힘 확인하고 시작하세요.,VIT0069,seed_needs_native_field_review
VIS0410,manufacturing_quality,normal,뒤집힘 문제 있으면 바로 말하세요.,"Nếu bị lật ngược có vấn đề, hãy báo ngay.",뒤집힘 문제 있으면 바로 말하세요.,VIT0069,seed_needs_native_field_review
VIS0411,manufacturing_quality,normal,뒤집힘 작업 전 안전 상태를 확인하세요.,"Trước khi làm bị lật ngược, hãy kiểm tra tình trạng an toàn.",뒤집힘 작업 전 안전 상태를 확인하세요.,VIT0069,seed_needs_native_field_review
VIS0412,manufacturing_quality,normal,뒤집힘 끝나면 관리자에게 보고하세요.,"Khi xong bị lật ngược, hãy báo cho quản lý.",뒤집힘 끝나면 관리자에게 보고하세요.,VIT0069,seed_needs_native_field_review
VIS0413,manufacturing_quality,normal,뒤집힘는 따로 보관하세요.,Hãy bảo quản riêng bị lật ngược.,뒤집힘는 따로 보관하세요.,VIT0069,seed_needs_native_field_review
VIS0414,manufacturing_quality,normal,뒤집힘 주변을 정리하세요.,Hãy dọn dẹp xung quanh bị lật ngược.,뒤집힘 주변을 정리하세요.,VIT0069,seed_needs_native_field_review
VIS0415,manufacturing_quality,normal,삐뚤어짐 확인하고 시작하세요.,Hãy kiểm tra bị lệch rồi bắt đầu.,삐뚤어짐 확인하고 시작하세요.,VIT0070,seed_needs_native_field_review
