id,canonical_ko,vi,variants_ko,asr_likely_misrecognitions,normalized_translation_rule,status
VIV0001,오야지,tổ trưởng/giám sát hiện trường,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고|오야지 작업|오야지 봐|오야지 다시|오야지 조심|오야지 하지 마,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,seed_needs_field_review
VIV0127,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0128,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0129,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0130,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0131,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0132,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0133,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0134,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0135,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0136,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0137,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0138,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0139,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
VIV0140,오야지,tổ trưởng/giám sát hiện trường,오야지요|오야지해요|오야지 하세요요|오야지 좀 해요|오야지 먼저요|오야지 끝나면 보고요|오야지 작업요|오야지 봐요|오야지 다시요|오야지 조심요|오야지 하지 마요,오야지|오야지해|오야지 하세요|오야지 좀 해|오야지 먼저|오야지 끝나면 보고,은어 발음을 음차하지 말고 표준 의미로 정규화한 뒤 베트남어로 번역,generated_variant_needs_review
