id,domain,priority,ko,vi,plain_ko,risk_level,type,status
VIT0427,manufacturing_machine,high,톱날 고정,cố định lưỡi cưa,톱날를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0428,manufacturing_machine,high,톱날 분리,tháo rời lưỡi cưa,톱날를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0429,manufacturing_machine,high,칼날 작동,vận hành lưỡi dao,칼날를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0430,manufacturing_machine,high,칼날 정지,dừng lưỡi dao,칼날를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0431,manufacturing_machine,high,칼날 전원 차단,ngắt nguồn điện lưỡi dao,칼날를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0432,manufacturing_machine,high,칼날 청소,vệ sinh lưỡi dao,칼날를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0433,manufacturing_machine,high,칼날 점검,kiểm tra lưỡi dao,칼날를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0434,manufacturing_machine,high,칼날 교체,thay thế lưỡi dao,칼날를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0435,manufacturing_machine,high,칼날 고정,cố định lưỡi dao,칼날를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0436,manufacturing_machine,high,칼날 분리,tháo rời lưỡi dao,칼날를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0437,manufacturing_machine,high,드릴 비트 작동,vận hành mũi khoan,드릴 비트를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0438,manufacturing_machine,high,드릴 비트 정지,dừng mũi khoan,드릴 비트를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0439,manufacturing_machine,high,드릴 비트 전원 차단,ngắt nguồn điện mũi khoan,드릴 비트를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0440,manufacturing_machine,high,드릴 비트 청소,vệ sinh mũi khoan,드릴 비트를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0441,manufacturing_machine,high,드릴 비트 점검,kiểm tra mũi khoan,드릴 비트를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0442,manufacturing_machine,high,드릴 비트 교체,thay thế mũi khoan,드릴 비트를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0443,manufacturing_machine,high,드릴 비트 고정,cố định mũi khoan,드릴 비트를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0444,manufacturing_machine,high,드릴 비트 분리,tháo rời mũi khoan,드릴 비트를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0445,manufacturing_machine,high,기리 작동,vận hành mũi khoan,기리를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0446,manufacturing_machine,high,기리 정지,dừng mũi khoan,기리를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0447,manufacturing_machine,high,기리 전원 차단,ngắt nguồn điện mũi khoan,기리를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0448,manufacturing_machine,high,기리 청소,vệ sinh mũi khoan,기리를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0449,manufacturing_machine,high,기리 점검,kiểm tra mũi khoan,기리를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0450,manufacturing_machine,high,기리 교체,thay thế mũi khoan,기리를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0451,manufacturing_machine,high,기리 고정,cố định mũi khoan,기리를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0452,manufacturing_machine,high,기리 분리,tháo rời mũi khoan,기리를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0453,manufacturing_machine,high,방호덮개 작동,vận hành nắp che bảo vệ,방호덮개를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0454,manufacturing_machine,high,방호덮개 정지,dừng nắp che bảo vệ,방호덮개를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0455,manufacturing_machine,high,방호덮개 전원 차단,ngắt nguồn điện nắp che bảo vệ,방호덮개를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0456,manufacturing_machine,high,방호덮개 청소,vệ sinh nắp che bảo vệ,방호덮개를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0457,manufacturing_machine,high,방호덮개 점검,kiểm tra nắp che bảo vệ,방호덮개를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0458,manufacturing_machine,high,방호덮개 교체,thay thế nắp che bảo vệ,방호덮개를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0459,manufacturing_machine,high,방호덮개 고정,cố định nắp che bảo vệ,방호덮개를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0460,manufacturing_machine,high,방호덮개 분리,tháo rời nắp che bảo vệ,방호덮개를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0461,manufacturing_machine,high,인터록 작동,vận hành khóa liên động an toàn,인터록를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0462,manufacturing_machine,high,인터록 정지,dừng khóa liên động an toàn,인터록를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0463,manufacturing_machine,high,인터록 전원 차단,ngắt nguồn điện khóa liên động an toàn,인터록를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0464,manufacturing_machine,high,인터록 청소,vệ sinh khóa liên động an toàn,인터록를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0465,manufacturing_machine,high,인터록 점검,kiểm tra khóa liên động an toàn,인터록를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0466,manufacturing_machine,high,인터록 교체,thay thế khóa liên động an toàn,인터록를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0467,manufacturing_machine,high,인터록 고정,cố định khóa liên động an toàn,인터록를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0468,manufacturing_machine,high,인터록 분리,tháo rời khóa liên động an toàn,인터록를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0469,manufacturing_machine,high,센서 작동,vận hành cảm biến,센서를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0470,manufacturing_machine,high,센서 정지,dừng cảm biến,센서를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0471,manufacturing_machine,high,센서 전원 차단,ngắt nguồn điện cảm biến,센서를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0472,manufacturing_machine,high,센서 청소,vệ sinh cảm biến,센서를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0473,manufacturing_machine,high,센서 점검,kiểm tra cảm biến,센서를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0474,manufacturing_machine,high,센서 교체,thay thế cảm biến,센서를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0475,manufacturing_machine,high,센서 고정,cố định cảm biến,센서를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0476,manufacturing_machine,high,센서 분리,tháo rời cảm biến,센서를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0477,manufacturing_machine,high,비상정지버튼 작동,vận hành nút dừng khẩn cấp,비상정지버튼를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0478,manufacturing_machine,high,비상정지버튼 정지,dừng nút dừng khẩn cấp,비상정지버튼를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0479,manufacturing_machine,high,비상정지버튼 전원 차단,ngắt nguồn điện nút dừng khẩn cấp,비상정지버튼를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0480,manufacturing_machine,high,비상정지버튼 청소,vệ sinh nút dừng khẩn cấp,비상정지버튼를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0481,manufacturing_machine,high,비상정지버튼 점검,kiểm tra nút dừng khẩn cấp,비상정지버튼를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0482,manufacturing_machine,high,비상정지버튼 교체,thay thế nút dừng khẩn cấp,비상정지버튼를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0483,manufacturing_machine,high,비상정지버튼 고정,cố định nút dừng khẩn cấp,비상정지버튼를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0484,manufacturing_machine,high,비상정지버튼 분리,tháo rời nút dừng khẩn cấp,비상정지버튼를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0485,manufacturing_machine,high,회전체 작동,vận hành bộ phận quay,회전체를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0486,manufacturing_machine,high,회전체 정지,dừng bộ phận quay,회전체를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0487,manufacturing_machine,high,회전체 전원 차단,ngắt nguồn điện bộ phận quay,회전체를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0488,manufacturing_machine,high,회전체 청소,vệ sinh bộ phận quay,회전체를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0489,manufacturing_machine,high,회전체 점검,kiểm tra bộ phận quay,회전체를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0490,manufacturing_machine,high,회전체 교체,thay thế bộ phận quay,회전체를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0491,manufacturing_machine,high,회전체 고정,cố định bộ phận quay,회전체를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0492,manufacturing_machine,high,회전체 분리,tháo rời bộ phận quay,회전체를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0493,manufacturing_machine,high,동력전달부 작동,vận hành bộ phận truyền động,동력전달부를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0494,manufacturing_machine,high,동력전달부 정지,dừng bộ phận truyền động,동력전달부를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0495,manufacturing_machine,high,동력전달부 전원 차단,ngắt nguồn điện bộ phận truyền động,동력전달부를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0496,manufacturing_machine,high,동력전달부 청소,vệ sinh bộ phận truyền động,동력전달부를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0497,manufacturing_machine,high,동력전달부 점검,kiểm tra bộ phận truyền động,동력전달부를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0498,manufacturing_machine,high,동력전달부 교체,thay thế bộ phận truyền động,동력전달부를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0499,manufacturing_machine,high,동력전달부 고정,cố định bộ phận truyền động,동력전달부를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0500,manufacturing_machine,high,동력전달부 분리,tháo rời bộ phận truyền động,동력전달부를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0501,manufacturing_machine,high,끼임점 작동,vận hành điểm kẹp,끼임점를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0502,manufacturing_machine,high,끼임점 정지,dừng điểm kẹp,끼임점를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0503,manufacturing_machine,high,끼임점 전원 차단,ngắt nguồn điện điểm kẹp,끼임점를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0504,manufacturing_machine,high,끼임점 청소,vệ sinh điểm kẹp,끼임점를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0505,manufacturing_machine,high,끼임점 점검,kiểm tra điểm kẹp,끼임점를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0506,manufacturing_machine,high,끼임점 교체,thay thế điểm kẹp,끼임점를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0507,manufacturing_machine,high,끼임점 고정,cố định điểm kẹp,끼임점를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0508,manufacturing_machine,high,끼임점 분리,tháo rời điểm kẹp,끼임점를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0509,manufacturing_machine,high,공압 작동,vận hành khí nén,공압를/을 작동하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0510,manufacturing_machine,high,공압 정지,dừng khí nén,공압를/을 정지하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0511,manufacturing_machine,high,공압 전원 차단,ngắt nguồn điện khí nén,공압를/을 전원 차단하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0512,manufacturing_machine,high,공압 청소,vệ sinh khí nén,공압를/을 청소하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0513,manufacturing_machine,high,공압 점검,kiểm tra khí nén,공압를/을 점검하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0514,manufacturing_machine,high,공압 교체,thay thế khí nén,공압를/을 교체하는 작업 또는 지시,high,machine_action_phrase,seed_needs_native_field_review
VIT0515,manufacturing_machine,high,공압 고정,cố định khí nén,공압를/을 고정하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0516,manufacturing_machine,high,공압 분리,tháo rời khí nén,공압를/을 분리하는 작업 또는 지시,normal,machine_action_phrase,seed_needs_native_field_review
VIT0517,manufacturing_quality,high,불량 분리,phân loại riêng hàng lỗi,불량 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0518,manufacturing_quality,high,불량 표시,đánh dấu hàng lỗi,불량 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0519,manufacturing_quality,high,불량 검사,kiểm tra hàng lỗi,불량 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0520,manufacturing_quality,high,불량 재작업,làm lại hàng lỗi,불량 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0521,manufacturing_quality,high,양품 분리,phân loại riêng hàng đạt chuẩn,양품 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0522,manufacturing_quality,high,양품 표시,đánh dấu hàng đạt chuẩn,양품 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0523,manufacturing_quality,high,양품 검사,kiểm tra hàng đạt chuẩn,양품 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0524,manufacturing_quality,high,양품 재작업,làm lại hàng đạt chuẩn,양품 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0525,manufacturing_quality,high,찍힘 분리,phân loại riêng vết lõm,찍힘 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0526,manufacturing_quality,high,찍힘 표시,đánh dấu vết lõm,찍힘 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0527,manufacturing_quality,high,찍힘 검사,kiểm tra vết lõm,찍힘 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0528,manufacturing_quality,high,찍힘 재작업,làm lại vết lõm,찍힘 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0529,manufacturing_quality,high,긁힘 분리,phân loại riêng vết xước,긁힘 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0530,manufacturing_quality,high,긁힘 표시,đánh dấu vết xước,긁힘 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0531,manufacturing_quality,high,긁힘 검사,kiểm tra vết xước,긁힘 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0532,manufacturing_quality,high,긁힘 재작업,làm lại vết xước,긁힘 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0533,manufacturing_quality,high,기스 분리,phân loại riêng vết xước,기스 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0534,manufacturing_quality,high,기스 표시,đánh dấu vết xước,기스 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0535,manufacturing_quality,high,기스 검사,kiểm tra vết xước,기스 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0536,manufacturing_quality,high,기스 재작업,làm lại vết xước,기스 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0537,manufacturing_quality,high,깨짐 분리,phân loại riêng bị vỡ,깨짐 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0538,manufacturing_quality,high,깨짐 표시,đánh dấu bị vỡ,깨짐 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0539,manufacturing_quality,high,깨짐 검사,kiểm tra bị vỡ,깨짐 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0540,manufacturing_quality,high,깨짐 재작업,làm lại bị vỡ,깨짐 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0541,manufacturing_quality,high,누락 분리,phân loại riêng thiếu,누락 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0542,manufacturing_quality,high,누락 표시,đánh dấu thiếu,누락 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0543,manufacturing_quality,high,누락 검사,kiểm tra thiếu,누락 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0544,manufacturing_quality,high,누락 재작업,làm lại thiếu,누락 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0545,manufacturing_quality,high,오염 분리,phân loại riêng bị bẩn,오염 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0546,manufacturing_quality,high,오염 표시,đánh dấu bị bẩn,오염 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0547,manufacturing_quality,high,오염 검사,kiểm tra bị bẩn,오염 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0548,manufacturing_quality,high,오염 재작업,làm lại bị bẩn,오염 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0549,manufacturing_quality,high,변색 분리,phân loại riêng đổi màu,변색 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0550,manufacturing_quality,high,변색 표시,đánh dấu đổi màu,변색 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0551,manufacturing_quality,high,변색 검사,kiểm tra đổi màu,변색 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0552,manufacturing_quality,high,변색 재작업,làm lại đổi màu,변색 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0553,manufacturing_quality,high,수량부족 분리,phân loại riêng thiếu số lượng,수량부족 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0554,manufacturing_quality,high,수량부족 표시,đánh dấu thiếu số lượng,수량부족 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0555,manufacturing_quality,high,수량부족 검사,kiểm tra thiếu số lượng,수량부족 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0556,manufacturing_quality,high,수량부족 재작업,làm lại thiếu số lượng,수량부족 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0557,manufacturing_quality,high,재작업 분리,phân loại riêng làm lại,재작업 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0558,manufacturing_quality,high,재작업 표시,đánh dấu làm lại,재작업 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0559,manufacturing_quality,high,재작업 검사,kiểm tra làm lại,재작업 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0560,manufacturing_quality,high,재작업 재작업,làm lại làm lại,재작업 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0561,manufacturing_quality,high,폐기 분리,phân loại riêng loại bỏ,폐기 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0562,manufacturing_quality,high,폐기 표시,đánh dấu loại bỏ,폐기 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0563,manufacturing_quality,high,폐기 검사,kiểm tra loại bỏ,폐기 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0564,manufacturing_quality,high,폐기 재작업,làm lại loại bỏ,폐기 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0565,manufacturing_quality,high,샘플 분리,phân loại riêng mẫu,샘플 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0566,manufacturing_quality,high,샘플 표시,đánh dấu mẫu,샘플 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0567,manufacturing_quality,high,샘플 검사,kiểm tra mẫu,샘플 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0568,manufacturing_quality,high,샘플 재작업,làm lại mẫu,샘플 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0569,manufacturing_quality,high,검사 분리,phân loại riêng kiểm tra,검사 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0570,manufacturing_quality,high,검사 표시,đánh dấu kiểm tra,검사 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0571,manufacturing_quality,high,검사 검사,kiểm tra kiểm tra,검사 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0572,manufacturing_quality,high,검사 재작업,làm lại kiểm tra,검사 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0573,manufacturing_quality,high,전수검사 분리,phân loại riêng kiểm tra toàn bộ,전수검사 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0574,manufacturing_quality,high,전수검사 표시,đánh dấu kiểm tra toàn bộ,전수검사 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0575,manufacturing_quality,high,전수검사 검사,kiểm tra kiểm tra toàn bộ,전수검사 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0576,manufacturing_quality,high,전수검사 재작업,làm lại kiểm tra toàn bộ,전수검사 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0577,manufacturing_quality,high,샘플검사 분리,phân loại riêng kiểm tra mẫu,샘플검사 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0578,manufacturing_quality,high,샘플검사 표시,đánh dấu kiểm tra mẫu,샘플검사 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0579,manufacturing_quality,high,샘플검사 검사,kiểm tra kiểm tra mẫu,샘플검사 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0580,manufacturing_quality,high,샘플검사 재작업,làm lại kiểm tra mẫu,샘플검사 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0581,manufacturing_quality,high,로트번호 분리,phân loại riêng số lô,로트번호 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0582,manufacturing_quality,high,로트번호 표시,đánh dấu số lô,로트번호 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0583,manufacturing_quality,high,로트번호 검사,kiểm tra số lô,로트번호 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0584,manufacturing_quality,high,로트번호 재작업,làm lại số lô,로트번호 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0585,manufacturing_quality,high,바코드 분리,phân loại riêng mã vạch,바코드 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0586,manufacturing_quality,high,바코드 표시,đánh dấu mã vạch,바코드 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0587,manufacturing_quality,high,바코드 검사,kiểm tra mã vạch,바코드 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0588,manufacturing_quality,high,바코드 재작업,làm lại mã vạch,바코드 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0589,manufacturing_quality,high,라벨 분리,phân loại riêng nhãn,라벨 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0590,manufacturing_quality,high,라벨 표시,đánh dấu nhãn,라벨 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0591,manufacturing_quality,high,라벨 검사,kiểm tra nhãn,라벨 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0592,manufacturing_quality,high,라벨 재작업,làm lại nhãn,라벨 상태를 재작업하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0593,manufacturing_quality,high,포장방향 분리,phân loại riêng hướng đóng gói,포장방향 상태를 분리하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0594,manufacturing_quality,high,포장방향 표시,đánh dấu hướng đóng gói,포장방향 상태를 표시하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
VIT0595,manufacturing_quality,high,포장방향 검사,kiểm tra hướng đóng gói,포장방향 상태를 검사하는 품질 작업,normal,quality_action_phrase,seed_needs_native_field_review
